date,description,amount,transaction_type,category,account_name,month,amount_clean,category_group,month_name,month_short,month_num,year
2019-03-08,Amazon,27.17,debit,Shopping,Platinum Card,2019-03,-27.17,Shopping,March,Mar,3,2019
2019-03-08,Gas Company,49.0,debit,Utilities,Checking,2019-03,-49.0,Utilities & Bills,March,Mar,3,2019
2019-03-09,Spotify,10.69,debit,Music,Platinum Card,2019-03,-10.69,Entertainment,March,Mar,3,2019
2019-03-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-03,-65.0,Utilities & Bills,March,Mar,3,2019
2019-03-12,Bakery Place,3.02,debit,Restaurants,Platinum Card,2019-03,-3.02,Food & Dining,March,Mar,3,2019
2019-03-14,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,2019-03,-8.0,Food & Dining,March,Mar,3,2019
2019-03-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-03,2000.0,Other,March,Mar,3,2019
2019-03-15,Power Company,60.0,debit,Utilities,Checking,2019-03,-60.0,Utilities & Bills,March,Mar,3,2019
2019-03-18,Best Buy,320.99,debit,Electronics & Software,Platinum Card,2019-03,-320.99,Shopping,March,Mar,3,2019
2019-03-18,Grocery Store,16.23,debit,Groceries,Platinum Card,2019-03,-16.23,Food & Dining,March,Mar,3,2019
2019-03-19,Amazon,13.84,debit,Shopping,Platinum Card,2019-03,-13.84,Shopping,March,Mar,3,2019
2019-03-19,City Water Charges,35.0,debit,Utilities,Checking,2019-03,-35.0,Utilities & Bills,March,Mar,3,2019
2019-03-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-03,-75.0,Transport,March,Mar,3,2019
2019-03-22,BP,37.51,debit,Gas & Fuel,Platinum Card,2019-03,-37.51,Transport,March,Mar,3,2019
2019-03-23,Starbucks,5.2,debit,Coffee Shops,Platinum Card,2019-03,-5.2,Food & Dining,March,Mar,3,2019
2019-03-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-03,-75.0,Utilities & Bills,March,Mar,3,2019
2019-03-26,Amazon,16.04,debit,Shopping,Platinum Card,2019-03,-16.04,Shopping,March,Mar,3,2019
2019-03-27,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card,2019-03,-49.63,Food & Dining,March,Mar,3,2019
2019-03-27,Grocery Store,4.46,debit,Groceries,Platinum Card,2019-03,-4.46,Food & Dining,March,Mar,3,2019
2019-03-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-03,2000.0,Other,March,Mar,3,2019
2019-03-30,Starbucks,12.84,debit,Coffee Shops,Platinum Card,2019-03,-12.84,Food & Dining,March,Mar,3,2019
2019-04-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-04,-13.09,Shopping,April,Apr,4,2019
2019-04-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-04,-1100.0,Housing,April,Apr,4,2019
2019-04-04,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04,-5.64,Food & Dining,April,Apr,4,2019
2019-04-04,Amazon,35.9,debit,Shopping,Platinum Card,2019-04,-35.9,Shopping,April,Apr,4,2019
2019-04-04,Netflix,11.76,debit,Television,Platinum Card,2019-04,-11.76,Utilities & Bills,April,Apr,4,2019
2019-04-06,Amazon,27.54,debit,Shopping,Platinum Card,2019-04,-27.54,Shopping,April,Apr,4,2019
2019-04-08,Gas Company,30.0,debit,Utilities,Checking,2019-04,-30.0,Utilities & Bills,April,Apr,4,2019
2019-04-09,Grocery Store,10.7,debit,Groceries,Platinum Card,2019-04,-10.7,Food & Dining,April,Apr,4,2019
2019-04-09,Barbershop,30.0,debit,Haircut,Platinum Card,2019-04,-30.0,Shopping,April,Apr,4,2019
2019-04-09,Spotify,10.69,debit,Music,Platinum Card,2019-04,-10.69,Entertainment,April,Apr,4,2019
2019-04-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-04,-65.0,Utilities & Bills,April,Apr,4,2019
2019-04-12,Best Buy,44.93,debit,Electronics & Software,Silver Card,2019-04,-44.93,Shopping,April,Apr,4,2019
2019-04-12,Grocery Store,41.34,debit,Groceries,Platinum Card,2019-04,-41.34,Food & Dining,April,Apr,4,2019
2019-04-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-04,2000.0,Other,April,Apr,4,2019
2019-04-13,QuikTrip,38.94,debit,Gas & Fuel,Platinum Card,2019-04,-38.94,Transport,April,Apr,4,2019
2019-04-13,Grocery Store,16.87,debit,Groceries,Platinum Card,2019-04,-16.87,Food & Dining,April,Apr,4,2019
2019-04-13,Vietnamese Restaurant,20.64,debit,Restaurants,Platinum Card,2019-04,-20.64,Food & Dining,April,Apr,4,2019
2019-04-15,Power Company,60.0,debit,Utilities,Checking,2019-04,-60.0,Utilities & Bills,April,Apr,4,2019
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking,2019-04,-35.0,Utilities & Bills,April,Apr,4,2019
2019-04-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-04,-75.0,Transport,April,Apr,4,2019
2019-04-19,Grocery Store,10.89,debit,Groceries,Platinum Card,2019-04,-10.89,Food & Dining,April,Apr,4,2019
2019-04-22,Brewing Company,14.4,debit,Alcohol & Bars,Silver Card,2019-04,-14.4,Food & Dining,April,Apr,4,2019
2019-04-22,Greek Restaurant,64.52,debit,Restaurants,Silver Card,2019-04,-64.52,Food & Dining,April,Apr,4,2019
2019-04-23,Hardware Store,29.56,debit,Home Improvement,Silver Card,2019-04,-29.56,Housing,April,Apr,4,2019
2019-04-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-04,-75.0,Utilities & Bills,April,Apr,4,2019
2019-04-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-04,2000.0,Other,April,Apr,4,2019
2019-04-27,Brewing Company,40.0,debit,Alcohol & Bars,Platinum Card,2019-04,-40.0,Food & Dining,April,Apr,4,2019
2019-04-27,American Tavern,14.74,debit,Restaurants,Silver Card,2019-04,-14.74,Food & Dining,April,Apr,4,2019
2019-04-29,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04,-5.64,Food & Dining,April,Apr,4,2019
2019-04-30,BP,39.08,debit,Gas & Fuel,Platinum Card,2019-04,-39.08,Transport,April,Apr,4,2019
2019-05-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-05,-13.09,Shopping,May,May,5,2019
2019-05-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-05,-1100.0,Housing,May,May,5,2019
2019-05-04,Netflix,13.9,debit,Television,Platinum Card,2019-05,-13.9,Utilities & Bills,May,May,5,2019
2019-05-06,Amazon,16.94,debit,Shopping,Platinum Card,2019-05,-16.94,Shopping,May,May,5,2019
2019-05-07,Amazon,38.56,debit,Shopping,Platinum Card,2019-05,-38.56,Shopping,May,May,5,2019
2019-05-09,Best Buy,331.69,debit,Electronics & Software,Platinum Card,2019-05,-331.69,Shopping,May,May,5,2019
2019-05-09,Spotify,10.69,debit,Music,Platinum Card,2019-05,-10.69,Entertainment,May,May,5,2019
2019-05-09,Target,3.2,debit,Shopping,Platinum Card,2019-05,-3.2,Shopping,May,May,5,2019
2019-05-09,Gas Company,30.0,debit,Utilities,Checking,2019-05,-30.0,Utilities & Bills,May,May,5,2019
2019-05-10,Best Buy,21.39,debit,Electronics & Software,Silver Card,2019-05,-21.39,Shopping,May,May,5,2019
2019-05-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-05,-65.0,Utilities & Bills,May,May,5,2019
2019-05-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-05,2000.0,Other,May,May,5,2019
2019-05-13,QuikTrip,35.24,debit,Gas & Fuel,Silver Card,2019-05,-35.24,Transport,May,May,5,2019
2019-05-13,Fancy Restaurant,98.19,debit,Restaurants,Silver Card,2019-05,-98.19,Food & Dining,May,May,5,2019
2019-05-13,Greek Restaurant,23.11,debit,Restaurants,Silver Card,2019-05,-23.11,Food & Dining,May,May,5,2019
2019-05-14,Grocery Store,2.02,debit,Groceries,Silver Card,2019-05,-2.02,Food & Dining,May,May,5,2019
2019-05-15,Power Company,60.0,debit,Utilities,Checking,2019-05,-60.0,Utilities & Bills,May,May,5,2019
2019-05-17,City Water Charges,35.0,debit,Utilities,Checking,2019-05,-35.0,Utilities & Bills,May,May,5,2019
2019-05-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-05,-75.0,Transport,May,May,5,2019
2019-05-20,American Tavern,32.53,debit,Restaurants,Silver Card,2019-05,-32.53,Food & Dining,May,May,5,2019
2019-05-24,Hardware Store,27.96,debit,Home Improvement,Platinum Card,2019-05,-27.96,Housing,May,May,5,2019
2019-05-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-05,2000.0,Other,May,May,5,2019
2019-05-24,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,2019-05,-8.0,Food & Dining,May,May,5,2019
2019-05-25,QuikTrip,36.76,debit,Gas & Fuel,Platinum Card,2019-05,-36.76,Transport,May,May,5,2019
2019-05-25,Hardware Store,30.99,debit,Home Improvement,Platinum Card,2019-05,-30.99,Housing,May,May,5,2019
2019-05-27,Mexican Restaurant,34.33,debit,Restaurants,Platinum Card,2019-05,-34.33,Food & Dining,May,May,5,2019
2019-05-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-05,-75.0,Utilities & Bills,May,May,5,2019
2019-05-30,American Tavern,34.82,debit,Restaurants,Platinum Card,2019-05,-34.82,Food & Dining,May,May,5,2019
2019-06-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-06,-13.09,Shopping,June,Jun,6,2019
2019-06-03,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-06,-2.75,Food & Dining,June,Jun,6,2019
2019-06-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-06,-1100.0,Housing,June,Jun,6,2019
2019-06-04,Barbershop,30.0,debit,Haircut,Platinum Card,2019-06,-30.0,Shopping,June,Jun,6,2019
2019-06-04,Netflix,13.9,debit,Television,Platinum Card,2019-06,-13.9,Utilities & Bills,June,Jun,6,2019
2019-06-05,Grocery Store,23.0,debit,Groceries,Platinum Card,2019-06,-23.0,Food & Dining,June,Jun,6,2019
2019-06-05,Mexican Restaurant,23.24,debit,Restaurants,Platinum Card,2019-06,-23.24,Food & Dining,June,Jun,6,2019
2019-06-06,Starbucks,3.75,debit,Coffee Shops,Platinum Card,2019-06,-3.75,Food & Dining,June,Jun,6,2019
2019-06-06,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-06,-5.64,Food & Dining,June,Jun,6,2019
2019-06-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-06,2000.0,Other,June,Jun,6,2019
2019-06-07,Gas Company,30.0,debit,Utilities,Checking,2019-06,-30.0,Utilities & Bills,June,Jun,6,2019
2019-06-09,Spotify,10.69,debit,Music,Platinum Card,2019-06,-10.69,Entertainment,June,Jun,6,2019
2019-06-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-06,-65.0,Utilities & Bills,June,Jun,6,2019
2019-06-14,Grocery Store,10.69,debit,Groceries,Silver Card,2019-06,-10.69,Food & Dining,June,Jun,6,2019
2019-06-15,BP,33.16,debit,Gas & Fuel,Silver Card,2019-06,-33.16,Transport,June,Jun,6,2019
2019-06-17,City Water Charges,35.0,debit,Utilities,Checking,2019-06,-35.0,Utilities & Bills,June,Jun,6,2019
2019-06-17,Power Company,60.0,debit,Utilities,Checking,2019-06,-60.0,Utilities & Bills,June,Jun,6,2019
2019-06-18,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card,2019-06,-15.0,Food & Dining,June,Jun,6,2019
2019-06-18,Shell,41.83,debit,Gas & Fuel,Silver Card,2019-06,-41.83,Transport,June,Jun,6,2019
2019-06-19,State Farm,75.0,debit,Auto Insurance,Checking,2019-06,-75.0,Transport,June,Jun,6,2019
2019-06-20,Mike's Construction Co.,9200.0,debit,Home Improvement,Checking,2019-06,-9200.0,Housing,June,Jun,6,2019
2019-06-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-06,2000.0,Other,June,Jun,6,2019
2019-06-24,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card,2019-06,-15.0,Food & Dining,June,Jun,6,2019
2019-06-28,BP,30.64,debit,Gas & Fuel,Silver Card,2019-06,-30.64,Transport,June,Jun,6,2019
2019-06-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-06,-75.0,Utilities & Bills,June,Jun,6,2019
2019-07-01,Starbucks,7.0,debit,Coffee Shops,Silver Card,2019-07,-7.0,Food & Dining,July,Jul,7,2019
2019-07-01,Grocery Store,99.47,debit,Groceries,Silver Card,2019-07,-99.47,Food & Dining,July,Jul,7,2019
2019-07-01,Hawaiian Grill,24.97,debit,Restaurants,Silver Card,2019-07,-24.97,Food & Dining,July,Jul,7,2019
2019-07-01,Thai Restaurant,24.0,debit,Restaurants,Silver Card,2019-07,-24.0,Food & Dining,July,Jul,7,2019
2019-07-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-07,-13.09,Shopping,July,Jul,7,2019
2019-07-02,Hardware Store,229.9,debit,Home Improvement,Platinum Card,2019-07,-229.9,Housing,July,Jul,7,2019
2019-07-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-07,-1100.0,Housing,July,Jul,7,2019
2019-07-04,Netflix,13.9,debit,Television,Platinum Card,2019-07,-13.9,Utilities & Bills,July,Jul,7,2019
2019-07-05,Brewing Company,19.0,debit,Alcohol & Bars,Silver Card,2019-07,-19.0,Food & Dining,July,Jul,7,2019
2019-07-05,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-07,2250.0,Other,July,Jul,7,2019
2019-07-06,Grocery Store,92.98,debit,Groceries,Platinum Card,2019-07,-92.98,Food & Dining,July,Jul,7,2019
2019-07-06,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2019-07,-23.26,Food & Dining,July,Jul,7,2019
2019-07-07,Hardware Store,103.14,debit,Home Improvement,Platinum Card,2019-07,-103.14,Housing,July,Jul,7,2019
2019-07-09,Spotify,10.69,debit,Music,Platinum Card,2019-07,-10.69,Entertainment,July,Jul,7,2019
2019-07-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-07,-65.0,Utilities & Bills,July,Jul,7,2019
2019-07-10,Gas Company,30.0,debit,Utilities,Checking,2019-07,-30.0,Utilities & Bills,July,Jul,7,2019
2019-07-15,Grocery Store,87.14,debit,Groceries,Silver Card,2019-07,-87.14,Food & Dining,July,Jul,7,2019
2019-07-16,Amazon,89.99,debit,Shopping,Platinum Card,2019-07,-89.99,Shopping,July,Jul,7,2019
2019-07-16,Power Company,60.0,debit,Utilities,Checking,2019-07,-60.0,Utilities & Bills,July,Jul,7,2019
2019-07-17,City Water Charges,35.0,debit,Utilities,Checking,2019-07,-35.0,Utilities & Bills,July,Jul,7,2019
2019-07-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-07,-75.0,Transport,July,Jul,7,2019
2019-07-18,BP,36.42,debit,Gas & Fuel,Silver Card,2019-07,-36.42,Transport,July,Jul,7,2019
2019-07-18,Grocery Store,29.83,debit,Groceries,Platinum Card,2019-07,-29.83,Food & Dining,July,Jul,7,2019
2019-07-18,Brunch Restaurant,8.82,debit,Restaurants,Platinum Card,2019-07,-8.82,Food & Dining,July,Jul,7,2019
2019-07-19,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-07,2250.0,Other,July,Jul,7,2019
2019-07-19,Mexican Restaurant,28.0,debit,Restaurants,Platinum Card,2019-07,-28.0,Food & Dining,July,Jul,7,2019
2019-07-22,Thai Restaurant,26.67,debit,Restaurants,Silver Card,2019-07,-26.67,Food & Dining,July,Jul,7,2019
2019-07-24,Starbucks,2.5,debit,Coffee Shops,Silver Card,2019-07,-2.5,Food & Dining,July,Jul,7,2019
2019-07-27,Barbershop,30.0,debit,Haircut,Silver Card,2019-07,-30.0,Shopping,July,Jul,7,2019
2019-07-28,Hardware Store,44.31,debit,Home Improvement,Platinum Card,2019-07,-44.31,Housing,July,Jul,7,2019
2019-07-29,Grocery Store,5.35,debit,Groceries,Platinum Card,2019-07,-5.35,Food & Dining,July,Jul,7,2019
2019-07-29,Fancy Restaurant,44.92,debit,Restaurants,Silver Card,2019-07,-44.92,Food & Dining,July,Jul,7,2019
2019-07-30,Grocery Store,15.77,debit,Groceries,Platinum Card,2019-07,-15.77,Food & Dining,July,Jul,7,2019
2019-07-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-07,-75.0,Utilities & Bills,July,Jul,7,2019
2019-08-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-08,-13.09,Shopping,August,Aug,8,2019
2019-08-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-08,-1100.0,Housing,August,Aug,8,2019
2019-08-02,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-08,2250.0,Other,August,Aug,8,2019
2019-08-03,BP,36.36,debit,Gas & Fuel,Platinum Card,2019-08,-36.36,Transport,August,Aug,8,2019
2019-08-03,Grocery Store,3.96,debit,Groceries,Platinum Card,2019-08,-3.96,Food & Dining,August,Aug,8,2019
2019-08-03,American Tavern,23.47,debit,Restaurants,Platinum Card,2019-08,-23.47,Food & Dining,August,Aug,8,2019
2019-08-04,Netflix,13.9,debit,Television,Platinum Card,2019-08,-13.9,Utilities & Bills,August,Aug,8,2019
2019-08-05,Brewing Company,18.0,debit,Alcohol & Bars,Silver Card,2019-08,-18.0,Food & Dining,August,Aug,8,2019
2019-08-06,Hardware Store,125.0,debit,Home Improvement,Checking,2019-08,-125.0,Housing,August,Aug,8,2019
2019-08-08,Grocery Store,11.72,debit,Groceries,Silver Card,2019-08,-11.72,Food & Dining,August,Aug,8,2019
2019-08-09,Spotify,10.69,debit,Music,Platinum Card,2019-08,-10.69,Entertainment,August,Aug,8,2019
2019-08-09,Gas Company,30.0,debit,Utilities,Checking,2019-08,-30.0,Utilities & Bills,August,Aug,8,2019
2019-08-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-08,-65.0,Utilities & Bills,August,Aug,8,2019
2019-08-12,Thai Restaurant,26.67,debit,Restaurants,Silver Card,2019-08,-26.67,Food & Dining,August,Aug,8,2019
2019-08-14,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,-2.75,Food & Dining,August,Aug,8,2019
2019-08-15,Power Company,60.0,debit,Utilities,Checking,2019-08,-60.0,Utilities & Bills,August,Aug,8,2019
2019-08-16,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-08,2250.0,Other,August,Aug,8,2019
2019-08-16,City Water Charges,35.0,debit,Utilities,Checking,2019-08,-35.0,Utilities & Bills,August,Aug,8,2019
2019-08-17,Grocery Store,33.15,debit,Groceries,Platinum Card,2019-08,-33.15,Food & Dining,August,Aug,8,2019
2019-08-17,Barbershop,19.0,debit,Haircut,Platinum Card,2019-08,-19.0,Shopping,August,Aug,8,2019
2019-08-17,American Tavern,3.5,debit,Restaurants,Platinum Card,2019-08,-3.5,Food & Dining,August,Aug,8,2019
2019-08-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-08,-75.0,Transport,August,Aug,8,2019
2019-08-20,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,-2.75,Food & Dining,August,Aug,8,2019
2019-08-21,Shell,34.69,debit,Gas & Fuel,Platinum Card,2019-08,-34.69,Transport,August,Aug,8,2019
2019-08-23,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,-2.75,Food & Dining,August,Aug,8,2019
2019-08-25,Brunch Restaurant,39.43,debit,Restaurants,Platinum Card,2019-08,-39.43,Food & Dining,August,Aug,8,2019
2019-08-26,Hardware Store,66.75,debit,Home Improvement,Silver Card,2019-08,-66.75,Housing,August,Aug,8,2019
2019-08-29,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2019-08,-3.0,Food & Dining,August,Aug,8,2019
2019-08-30,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,-2.75,Food & Dining,August,Aug,8,2019
2019-08-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-08,-75.0,Utilities & Bills,August,Aug,8,2019
2019-08-30,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-08,2250.0,Other,August,Aug,8,2019
2019-08-31,Hardware Store,68.04,debit,Home Improvement,Platinum Card,2019-08,-68.04,Housing,August,Aug,8,2019
2019-08-31,BBQ Restaurant,41.78,debit,Restaurants,Silver Card,2019-08,-41.78,Food & Dining,August,Aug,8,2019
2019-09-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-09,-13.09,Shopping,September,Sep,9,2019
2019-09-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-09,-1100.0,Housing,September,Sep,9,2019
2019-09-03,Fancy Restaurant,41.24,debit,Restaurants,Silver Card,2019-09,-41.24,Food & Dining,September,Sep,9,2019
2019-09-04,Netflix,13.9,debit,Television,Platinum Card,2019-09,-13.9,Utilities & Bills,September,Sep,9,2019
2019-09-05,Starbucks,3.75,debit,Coffee Shops,Platinum Card,2019-09,-3.75,Food & Dining,September,Sep,9,2019
2019-09-07,Brewing Company,12.87,debit,Alcohol & Bars,Platinum Card,2019-09,-12.87,Food & Dining,September,Sep,9,2019
2019-09-08,Brewing Company,19.3,debit,Alcohol & Bars,Platinum Card,2019-09,-19.3,Food & Dining,September,Sep,9,2019
2019-09-09,Shell,28.77,debit,Gas & Fuel,Platinum Card,2019-09,-28.77,Transport,September,Sep,9,2019
2019-09-09,Grocery Store,65.09,debit,Groceries,Silver Card,2019-09,-65.09,Food & Dining,September,Sep,9,2019
2019-09-09,Hardware Store,26.25,debit,Home Improvement,Silver Card,2019-09,-26.25,Housing,September,Sep,9,2019
2019-09-09,Spotify,10.69,debit,Music,Platinum Card,2019-09,-10.69,Entertainment,September,Sep,9,2019
2019-09-09,Gas Company,30.0,debit,Utilities,Checking,2019-09,-30.0,Utilities & Bills,September,Sep,9,2019
2019-09-11,Phone Company,65.0,debit,Mobile Phone,Checking,2019-09,-65.0,Utilities & Bills,September,Sep,9,2019
2019-09-13,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-09,-2.75,Food & Dining,September,Sep,9,2019
2019-09-13,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-09,2250.0,Other,September,Sep,9,2019
2019-09-14,Grocery Store,46.44,debit,Groceries,Platinum Card,2019-09,-46.44,Food & Dining,September,Sep,9,2019
2019-09-15,Amazon,47.66,debit,Shopping,Platinum Card,2019-09,-47.66,Shopping,September,Sep,9,2019
2019-09-16,City Water Charges,35.0,debit,Utilities,Checking,2019-09,-35.0,Utilities & Bills,September,Sep,9,2019
2019-09-17,Power Company,60.0,debit,Utilities,Checking,2019-09,-60.0,Utilities & Bills,September,Sep,9,2019
2019-09-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-09,-75.0,Transport,September,Sep,9,2019
2019-09-19,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card,2019-09,-40.81,Food & Dining,September,Sep,9,2019
2019-09-19,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-09,-2.75,Food & Dining,September,Sep,9,2019
2019-09-22,Seafood Restaurant,131.1,debit,Restaurants,Platinum Card,2019-09,-131.1,Food & Dining,September,Sep,9,2019
2019-09-23,Grocery Store,27.71,debit,Groceries,Platinum Card,2019-09,-27.71,Food & Dining,September,Sep,9,2019
2019-09-23,Amazon,24.63,debit,Shopping,Platinum Card,2019-09,-24.63,Shopping,September,Sep,9,2019
2019-09-27,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-09,2250.0,Other,September,Sep,9,2019
2019-09-28,BP,33.46,debit,Gas & Fuel,Platinum Card,2019-09,-33.46,Transport,September,Sep,9,2019
2019-09-28,Sheetz,4.27,debit,Gas & Fuel,Platinum Card,2019-09,-4.27,Transport,September,Sep,9,2019
2019-09-30,Starbucks,1.75,debit,Coffee Shops,Platinum Card,2019-09,-1.75,Food & Dining,September,Sep,9,2019
2019-09-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-09,-75.0,Utilities & Bills,September,Sep,9,2019
